tiempo;voip;vod;ftp
0;5.8;11.65;9.7
5;6.85;4.8;8.65
10;7.85;9.6;9.7
15;6.7;6.5;8.55
20;5.55;9.4;9.55
25;8.45;6.3;8.4
30;7.35;9.3;7.45
35;6.2;10.1;10.3
40;7.2;9.15;9.25
45;10.1;5.9;8.1
50;6.95;8.95;6.95
55;7.95;7.95;9.85
60;8.8;10.75;8.7
65;9.85;9.7;7.65
70;10.75;8.55;8.5
75;7.7;5.4;7.35
80;8.6;8.3;8.25
85;9.6;9.25;7.1
90;6.6;12.1;6
95;7.75;7.2;6.75
100;8.65;8;5.7
105;7.6;7.05;6.6
110;10.5;6;9.55
115;7.55;8.9;4.45
120;6.4;3.7;7.65
125;7.25;8.6;8.55
130;8.05;5.55;7.6
135;7;6.55;10.45
140;9.85;9.5;9.35
145;8.7;8.5;8.2
150;7.6;7.4;7.3
155;6.4;6.3;10.15
160;9.45;7.1;3.15
165;8.35;8;10.05
170;7.15;9.2;6.9
175;8.1;8.1;9.75
180;3.1;8.95;8.75
185;8.05;7.95;9.75
190;7;6.8;8.6
195;9.9;9.75;7.4
200;6.8;10.65;6.25
205;5.65;7.85;7.25
210;8.55;8.7;8.1
215;7.5;7.7;7.2
220;6.35;6.6;12.2
225;7.25;7.65;9.1
230;10.1;10.5;8
235;8.95;7.4;4.85
240;7.95;6.15;9.7
245;8.8;7.1;8.6
250;3.65;6.05;7.7
255;6.7;6.75;8.55
260;7.65;7.65;9.6
265;8.5;6.55;8.45
270;9.6;7.65;9.35
275;8.45;8.55;8.2
280;7.4;7.4;7.1
285;4.25;6.3;8
290;9.35;9.45;10.95
295;9.35;6.3;7.9
300;9.35;7.5;6.8
305;9.35;8.4;3.9
310;7.2;7.45;8.8
315;6;8.35;5.8
320;6.9;9.6;6.75
325;9.8;6.55;7.9
330;6.7;7.5;8.75
335;7.7;6.45;7.7
340;10.5;9.35;6.45
345;7.35;4.25;7.7
350;8.25;7.25;8.6
355;9.05;10.1;9.6
360;9.9;10.1;8.55
365;8.75;10.2;7.65
370;7.7;5;6.55
375;4.6;3.95;9.4
380;5.45;4.85;6.25
385;8.35;7.7;5.15
390;11.4;8.6;5.95
395;10.3;5.65;6.95
400;9.3;8.5;5.8
405;8.15;7.45;6.6
410;7;8.35;5.75
415;10;7.4;10.6
420;9.05;10.25;9.8
425;9.9;9.2;8.6
430;9;10.1;9.55
435;5.85;8.95;6.45
440;8.75;3.95;7.45
445;7.7;8.95;8.3
450;8.6;9.85;9.3
455;9.55;8.75;10.25
460;6.45;7.6;9.05
465;7.4;4.45;8
470;8.35;5.4;6.85
475;9.3;6.2;7.85
480;8.2;7.15;8.8
485;7.05;9.95;9.7
490;8;6.7;8.55
495;11;7.7;9.45
500;9.85;8.55;8.35
505;8.8;9.5;9.2
510;7.6;6.3;10.1
515;6.45;7.25;6.95
520;7.35;6.05;9.8
525;6.3;9.05;10.7
530;9.2;8;7.85
535;8.05;10.9;8.8
540;7.05;7.95;9.75
545;9.9;6.85;8.65
550;8.8;7.95;9.55
555;7.8;6.85;10.55
560;8.65;9.7;9.55
565;9.6;10.55;4.45
570;8.45;7.45;3.4
575;7.45;4.3;6.1
580;6.2;9.3;9.2
585;9.25;8.35;12.1
590;4.1;9.25;6.95
595;9;6.1;5.8
600;9.85;7;8.65
