tiempo;voip;vod;ftp
0;9.75;9.8;9.75
5;10.55;8.7;4.9
10;9.65;7.65;5.9
15;10.9;8.85;9.05
20;10;9.9;5.85
25;9.05;10.95;5
30;12;7.95;3.95
35;9.05;8.9;3
40;12.1;8;8.1
45;11.15;9.15;7.3
50;8.05;12.15;8.5
55;11.15;7.05;3.8
60;8.35;10.5;4.85
65;9.55;7.3;3.95
70;10.55;10.3;7.2
75;11.2;11.25;6.35
80;10.2;10.35;5.4
85;9.4;9.45;6.25
90;10.45;4.4;3.65
95;13.5;9.3;5
100;8.45;8.25;6.2
105;9.4;7.45;7.55
110;6.45;12.55;2.45
115;7.3;7.4;5.55
120;8.2;10.3;2.85
125;7.4;7.3;6.05
130;8.5;8.5;7.25
135;5.45;11.65;4.3
140;10.45;8.55;3.25
145;11.3;7.55;8.55
150;8.25;10.7;5.8
155;9.5;11.75;4.75
160;10.3;8.8;3.9
165;9.45;7.8;5.25
170;8.4;8.7;4.65
175;11.8;7.95;33.95
180;10.8;11;5.1
185;9.8;7.9;6.2
190;8.7;10.75;5.45
195;9.6;9.8;6.6
200;8.95;7.2;4.05
205;9.95;8.2;4.9
210;10.9;11.15;3.85
215;9.6;6.1;6.9
220;9;7.2;4.25
225;12.05;10.35;5.5
230;13.15;11.3;6.55
235;9.95;8.15;3.65
240;13.05;7.1;2.75
245;10.35;8.4;4.2
250;11.35;7.5;5.5
255;8.2;8.3;6.6
260;11.15;7.2;5.95
265;10.35;10.25;5.15
270;11.4;7.3;4.3
275;8.4;8.05;3.7
280;7.45;7.05;4.65
285;8.3;8.05;6
290;5.5;5.4;5.4
295;6.4;12.5;4.7
300;11.4;7.55;4
305;8.3;8.5;3.25
310;9.35;7.5;4.4
315;10.25;6.65;3.8
320;13.35;7.6;7.15
325;10.35;8.6;4.6
330;11.45;7.55;5.9
335;8.5;8.8;3.2
340;9.6;7.9;2.6
345;12.35;11;3.95
350;5.2;8;5.2
355;6.2;10.85;4.5
360;9.45;7.95;7.85
365;10.2;9.1;5.05
370;10.95;10;6.15
375;7.95;10.95;5.15
380;9.1;6.2;4.3
385;10;9.35;5.55
390;12.85;10.35;4.5
395;7.75;7.3;5.35
400;10.95;10.15;2.45
405;10.1;9.25;3.9
410;7.05;8.35;3.1
415;10;11.5;4.25
420;8.8;10.45;5.25
425;8.1;9.55;6.35
430;7.15;4.85;3.65
435;10.05;5.7;2.85
440;11;10.8;5.9
445;12.1;11.85;4.85
450;7.15;8.95;8
455;8.25;8.45;7
460;9.2;9.55;5.9
465;12.1;8.65;4.75
470;9.55;9.7;3.85
475;10.35;8.85;3.3
480;9.45;8.15;6.3
485;8.45;9.25;7.25
490;9.35;8.1;6.15
495;8.55;7;3.2
500;7.55;10.25;8.1
505;8.55;7.25;5.05
510;5.5;10.25;6.05
515;10.75;7.2;7.15
520;11.95;12.25;2.5
525;11;7.45;5.65
530;11.85;10.3;4.5
535;8.75;9.5;3.55
540;10.1;8.5;8.5
545;9.3;9.6;5.8
550;8.15;10.95;2.9
555;9.25;9.9;5.95
560;8.25;12.9;2.85
565;7.4;9.65;3.95
570;10.45;8.85;9.1
575;13.45;7.95;3.95
580;8.25;9;4.95
585;9.4;7.9;4.1
590;10.35;12.85;5.35
595;7.2;8;6.25
600;16.1;8.95;5.25
