tiempo;voip;vod;ftp
0;19.5;19.6;19.5
5;21.1;17.4;9.8
10;19.3;15.3;11.8
15;21.8;17.7;18.1
20;20.0;19.8;11.7
25;18.1;21.9;10.0
30;24.0;15.9;7.9
35;18.1;17.8;6.0
40;24.2;16.0;16.2
45;22.3;18.3;14.6
50;16.1;24.3;17.0
55;22.3;14.1;7.6
60;16.7;21.0;9.7
65;19.1;14.6;7.9
70;21.1;20.6;14.4
75;22.4;22.5;12.7
80;20.4;20.7;10.8
85;18.8;18.9;12.5
90;20.9;8.8;7.3
95;27.0;18.6;10.0
100;16.9;16.5;12.4
105;18.8;14.9;15.1
110;12.9;25.1;4.9
115;14.6;14.8;11.1
120;16.4;20.6;5.7
125;14.8;14.6;12.1
130;17.0;17.0;14.5
135;10.9;23.3;8.6
140;20.9;17.1;6.5
145;22.6;15.1;17.1
150;16.5;21.4;11.6
155;19.0;23.5;9.5
160;20.6;17.6;7.8
165;18.9;15.6;10.5
170;16.8;17.4;9.3
175;23.6;15.9;67.9
180;21.6;22.0;10.2
185;19.6;15.8;12.4
190;17.4;21.5;10.9
195;19.2;19.6;13.2
200;17.9;14.4;8.1
205;19.9;16.4;9.8
210;21.8;22.3;7.7
215;19.2;12.2;13.8
220;18.0;14.4;8.5
225;24.1;20.7;11.0
230;26.3;22.6;13.1
235;19.9;16.3;7.3
240;26.1;14.2;5.5
245;20.7;16.8;8.4
250;22.7;15.0;11.0
255;16.4;16.6;13.2
260;22.3;14.4;11.9
265;20.7;20.5;10.3
270;22.8;14.6;8.6
275;16.8;16.1;7.4
280;14.9;14.1;9.3
285;16.6;16.1;12.0
290;11.0;10.8;10.8
295;12.8;25.0;9.4
300;22.8;15.1;8.0
305;16.6;17.0;6.5
310;18.7;15.0;8.8
315;20.5;13.3;7.6
320;26.7;15.2;14.3
325;20.7;17.2;9.2
330;22.9;15.1;11.8
335;17.0;17.6;6.4
340;19.2;15.8;5.2
345;24.7;22.0;7.9
350;10.4;16.0;10.4
355;12.4;21.7;9.0
360;18.9;15.9;15.7
365;20.4;18.2;10.1
370;21.9;20.0;12.3
375;15.9;21.9;10.3
380;18.2;12.4;8.6
385;20.0;18.7;11.1
390;25.7;20.7;9.0
395;15.5;14.6;10.7
400;21.9;20.3;4.9
405;20.2;18.5;7.8
410;14.1;16.7;6.2
415;20.0;23.0;8.5
420;17.6;20.9;10.5
425;16.2;19.1;12.7
430;14.3;9.7;7.3
435;20.1;11.4;5.7
440;22.0;21.6;11.8
445;24.2;23.7;9.7
450;14.3;17.9;16.0
455;16.5;16.9;14.0
460;18.4;19.1;11.8
465;24.2;17.3;9.5
470;19.1;19.4;7.7
475;20.7;17.7;6.6
480;18.9;16.3;12.6
485;16.9;18.5;14.5
490;18.7;16.2;12.3
495;17.1;14.0;6.4
500;15.1;20.5;16.2
505;17.1;14.5;10.1
510;11.0;20.5;12.1
515;21.5;14.4;14.3
520;23.9;24.5;5.0
525;22.0;14.9;11.3
530;23.7;20.6;9.0
535;17.5;19.0;7.1
540;20.2;17.0;17.0
545;18.6;19.2;11.6
550;16.3;21.9;5.8
555;18.5;19.8;11.9
560;16.5;25.8;5.7
565;14.8;19.3;7.9
570;20.9;17.7;18.2
575;26.9;15.9;7.9
580;16.5;18.0;9.9
585;18.8;15.8;8.2
590;20.7;25.7;10.7
595;14.4;16.0;12.5
600;32.2;17.9;10.5
