tiempo;voip;vod;ftp
267;0;1;0
268;0;3;0
269;0;1;0
270;0;1;0
271;0;0;0
272;0;1;0
273;0;1;0
274;0;1;0
275;0;0;0
276;0;1;0
277;0;2;0
278;0;0;0
279;0;0;0
280;0;0;0
281;0;4;0
282;0;3;0
283;0;0;0
284;0;0;0
285;0;0;0
286;0;0;0
287;0;0;0
288;0;0;0
289;0;3;0
290;0;0;0
291;0;0;0
292;0;0;0
293;0;2;0
294;0;0;0
295;0;0;0
296;0;0;0
297;0;1;0
298;0;1;0
299;0;4;0
300;0;0;0
301;0;2;0
302;0;0;0
303;0;0;0
304;0;0;0
305;0;0;0
306;0;3;0
307;0;0;0
308;0;2;0
309;0;0;0
310;0;3;0
311;0;2;0
312;0;0;0
313;0;1;0
314;0;0;0
315;0;0;0
316;0;1;0
317;0;0;0
318;0;5;1
319;0;1;0
320;0;0;1
321;0;0;0
322;0;0;3
323;0;0;0
324;0;0;0
325;0;0;0
326;0;0;0
327;0;0;0
328;0;0;0
329;0;0;0
330;0;7;0
331;0;1;0
332;0;3;0
333;0;0;0
334;0;0;0
335;0;0;0
336;0;0;1
337;0;0;0
338;0;0;1
339;0;1;0
340;0;0;0
341;0;0;0
342;0;0;0
343;0;1;0
344;0;0;0
345;0;0;1
346;0;1;0
347;0;0;1
348;0;0;1
349;0;0;0
350;0;0;0
351;0;5;0
352;0;1;0
353;0;0;0
354;0;0;1
355;0;3;1
356;0;2;0
357;0;1;0
358;0;0;0
359;0;0;0
360;0;1;1
361;0;0;2
362;0;3;0
363;0;0;0
364;0;0;0
365;0;0;0
366;0;3;0
367;0;1;0
368;0;3;1
369;0;4;0
370;0;2;1
371;0;0;1
372;0;1;0
373;0;3;1
374;0;0;0
375;0;2;0
376;0;1;0
377;0;0;0
378;0;0;0
379;0;1;0
380;0;0;0
381;0;3;0
382;0;0;0
383;0;0;0
384;0;0;0
385;0;0;0
386;0;0;0
387;0;1;0
388;0;0;0
389;0;0;1
390;0;0;0
391;0;0;0
392;0;0;0
393;0;0;0
394;0;8;0
395;0;0;1
396;0;3;0
397;0;0;0
398;0;0;0
399;0;0;0
400;0;0;0
401;0;1;0
402;0;0;0
403;0;0;0
404;0;5;0
405;0;0;0
406;0;1;1
407;0;1;0
408;0;0;0
409;0;2;0
410;0;0;0
411;0;1;0
412;0;0;0
413;0;4;0
414;0;1;1
415;0;1;0
416;0;1;0
417;0;1;0
418;0;0;0
419;0;1;0
420;0;0;0
421;0;1;0
422;0;0;0
423;0;0;0
424;0;0;0
425;0;1;0
426;0;0;0
427;0;1;0
428;0;4;0
429;0;4;0
430;0;1;0
431;0;1;1
432;0;0;1
433;0;0;0
434;0;6;1
435;0;2;0
436;0;1;0
437;0;2;0
438;0;0;3
439;0;0;0
440;0;1;2
441;0;0;0
442;0;0;0
443;0;3;1
444;0;0;0
445;0;4;1
446;0;5;0
447;0;0;1
448;0;2;0
449;0;2;0
450;0;0;4
451;0;4;0
452;0;1;0
453;0;0;0
454;0;0;2
455;0;3;0
456;0;1;1
457;0;1;0
458;0;4;0
459;0;3;0
460;0;2;0
461;0;0;2
462;0;1;0
463;0;0;0
464;0;1;0
465;0;2;0
466;0;1;2
467;0;0;0
468;0;4;0
469;0;0;0
470;0;4;1
471;0;1;0
472;0;0;1
473;0;3;1
474;0;0;1
475;0;1;2
476;0;1;0
477;0;2;0
478;0;0;0
479;0;2;0
480;0;1;0
481;0;1;0
482;0;0;0
483;0;1;0
484;0;0;0
485;0;0;0
486;0;1;1
487;0;0;0
488;0;0;1
489;0;1;7
490;0;2;4
491;0;0;1
492;0;3;0
493;0;1;1
494;0;1;0
495;0;1;0
496;0;0;1
497;0;2;0
498;0;2;1
499;0;1;0
500;0;1;0
501;0;0;1
502;0;1;0
503;0;1;0
504;0;1;0
505;0;0;0
506;0;0;0
507;0;0;1
508;0;0;1
509;0;2;4
510;0;0;2
511;0;0;3
512;0;1;1
513;0;0;0
514;0;1;3
515;0;1;2
516;0;1;0
517;0;3;0
518;0;2;0
519;0;2;0
520;0;2;1
521;0;2;0
522;0;2;0
523;0;3;0
524;0;3;0
525;0;2;1
526;0;4;0
527;0;3;0
528;0;3;1
529;0;4;2
530;0;3;1
531;0;2;1
532;0;3;1
533;0;2;0
534;0;3;5
535;0;2;0
536;0;4;0
537;0;5;2
538;0;2;0
539;0;1;0
540;0;2;0
541;0;4;0
542;0;3;3
543;0;4;0
544;0;1;0
545;0;0;0
546;0;2;0
547;0;3;1
548;0;3;0
549;0;3;0
550;0;1;0
551;0;4;0
552;0;3;2
553;0;3;1
554;0;4;1
555;0;2;0
556;0;3;1
557;0;4;3
558;0;3;0
559;0;2;1
560;0;2;0
561;0;2;0
562;0;2;1
563;0;1;0
564;0;2;0
565;0;1;0
566;0;2;0
567;0;3;2
568;0;3;0
569;0;2;0
570;0;2;1
571;0;4;0
572;0;1;0
573;0;1;1
574;0;1;1
575;0;3;0
576;0;1;1
577;0;5;0
578;0;2;5
579;0;3;0
580;0;0;1
581;0;1;0
582;0;2;1
583;0;0;1
584;0;2;0
585;0;0;0
586;0;2;0
587;0;1;0
588;0;0;1
589;0;0;0
590;0;1;0
591;0;0;0
592;0;1;0
593;0;5;0
594;0;2;0
595;0;0;0
596;0;1;0
597;0;0;0
598;0;4;0
599;0;2;0
600;0;0;0

