tiempo;voip;vod;ftp
0;0;0;0
1;0;0;0
2;0;0;0
3;0;0;11
4;0;0;5
5;0;0;3
6;0;0;2
7;0;0;1
8;0;1;3
9;0;4;2
10;0;5;3
11;0;3;3
12;0;3;2
13;0;3;3
14;0;1;3
15;0;4;3
16;0;2;2
17;0;3;3
18;0;3;4
19;0;3;1
20;0;2;3
21;0;2;1
22;0;1;3
23;0;1;1
24;0;0;3
25;0;1;2
26;0;0;3
27;0;0;2
28;0;1;3
29;0;0;1
30;0;4;0
31;0;1;0
32;0;2;0
33;0;0;0
34;0;3;0
35;0;3;0
36;0;3;0
37;0;2;0
38;0;0;0
39;0;0;0
40;0;1;0
41;0;0;0
42;0;0;0
43;0;2;0
44;0;1;0
45;0;1;0
46;0;1;0
47;0;1;0
48;0;0;0
49;0;0;0
50;0;3;0
51;0;1;0
52;0;1;0
53;0;0;0
54;0;0;0
55;0;0;0
56;0;0;0
57;0;0;0
58;0;3;0
59;0;0;0
60;0;1;0
61;0;2;0
62;0;0;0
63;0;0;0
64;0;1;0
65;0;1;1
66;0;0;0
67;0;0;0
68;0;0;0
69;0;0;0
70;0;1;0
71;0;0;0
72;0;1;0
73;0;1;0
74;0;0;0
75;0;0;0
76;0;0;3
77;0;0;0
78;0;0;0
79;0;1;0
80;0;1;0
81;0;3;0
82;0;3;0
83;0;1;0
84;0;0;0
85;0;0;2
86;0;0;0
87;0;0;0
88;0;0;0
89;0;0;0
90;0;0;0
91;0;0;0
92;0;0;0
93;0;0;0
94;0;1;0
95;0;0;0
96;0;0;0
97;0;1;0
98;0;0;0
99;0;0;0
100;0;4;0
101;0;2;1
102;0;2;0
103;0;1;0
104;0;3;0
105;0;0;0
106;0;0;0
107;0;0;0
108;0;0;0
109;0;0;0
110;0;0;0
111;0;0;0
112;0;0;0
113;0;0;0
114;0;0;0
115;0;0;0
116;0;0;0
117;0;0;0
118;0;0;0
119;0;1;0
120;0;0;1
121;0;0;0
122;0;0;0
123;0;1;0
124;0;1;0
125;0;4;1
126;0;7;0
127;0;6;0
128;0;0;0
129;0;0;0
130;0;6;0
131;0;1;0
132;0;1;1
133;0;0;0
134;0;4;0
135;0;1;1
136;0;0;0
137;0;0;0
138;0;0;0
139;0;1;0
140;0;0;0
141;0;4;0
142;0;0;0
143;0;1;0
144;0;1;0
145;0;2;0
146;0;1;0
147;0;0;0
148;0;0;0
149;0;1;0
150;0;1;0
151;0;1;0
152;0;1;0
153;0;0;0
154;0;1;0
155;0;0;0
156;0;2;1
157;0;0;0
158;0;1;0
159;0;2;0
160;0;0;0
161;0;0;0
162;0;2;0
163;0;0;0
164;0;0;0
165;0;0;0
166;0;0;0
167;0;0;0
168;0;0;0
169;0;0;0
170;0;0;1
171;0;0;1
172;0;0;0
173;0;0;0
174;0;0;0
175;0;0;1
176;0;0;0
177;0;0;0
178;0;0;0
179;0;0;0
180;0;0;0
181;0;1;0
182;0;0;0
183;0;0;0
184;0;0;0
185;0;0;0
186;0;0;0
187;0;0;0
188;0;0;1
189;0;1;0
190;0;0;0
191;0;1;0
192;0;0;0
193;0;0;0
194;0;0;0
195;0;0;0
196;0;0;0
197;0;0;0
198;0;0;0
199;0;0;0
200;0;0;0
201;0;4;0
202;0;0;1
203;0;0;0
204;0;1;0
205;0;1;2
206;0;5;0
207;0;0;0
208;0;2;0
209;0;0;0
210;0;2;0
211;0;0;1
212;0;1;0
213;0;1;1
214;0;1;0
215;0;0;0
216;0;0;0
217;0;5;0
218;0;0;0
219;0;6;0
220;0;0;0
221;0;3;0
222;0;1;0
223;0;1;0
224;0;2;0
225;0;0;0
226;0;2;0
227;0;0;0
228;0;3;0
229;0;2;0
230;0;1;0
231;0;2;1
232;0;0;0
233;0;4;0
234;0;1;0
235;0;2;0
236;0;0;1
237;0;1;3
238;0;1;4
239;0;0;0
240;0;2;0
241;0;2;0
242;0;2;0
243;0;1;0
244;0;1;0
245;0;2;0
246;0;1;0
247;0;2;1
248;0;2;0
249;0;2;0
250;0;3;0
251;0;1;0
252;0;4;0
253;0;2;0
254;0;4;0
255;0;3;0
256;0;2;0
257;0;2;0
258;0;1;0
259;0;2;0
260;0;4;0
261;0;0;0
262;0;2;0
263;0;1;0
264;0;1;0
265;0;1;0
266;0;2;0
