tiempo;voip;vod;ftp
0;35.6;27.6;35.4
5;25.6;33.3;29.8
10;23.1;30.9;27.3
15;332.6;25.0;217.2
20;22.5;26.9;27.1
25;28.2;28.5;25.1
30;29.9;26.4;30.9
35;27.6;308.1;36.5
40;33.5;29.7;26.3
45;27.0;24.0;24.1
50;29.0;22.0;229.8
55;26.9;31.3;519.6
60;28.3;33.1;29.2
65;282.2;26.7;23.2
70;27.8;28.5;28.9
75;29.4;30.2;22.5
80;27.2;31.9;220.5
85;28.9;25.6;66.4
90;62.7;28.0;228.4
95;24.6;29.6;34.1
100;290.2;35.2;227.9
105;23.8;220.8;217.5
110;21.3;14.4;223.0
115;27.1;28.1;32.6
120;248.9;30.1;510.4
125;30.7;19.7;28.2
130;28.1;29.4;25.8
135;33.8;67.3;27.5
140;27.5;25.2;25.4
145;29.4;343.5;27.6
150;19.8;34.0;34.0
155;29.7;27.9;419.5
160;28.0;26.3;29.7
165;26.7;24.8;35.6
170;21.0;27.4;29.7
175;27.9;21.9;28.6
180;38.1;20.4;19.2
185;16.4;18.6;25.8
190;22.6;26.0;19.9
195;24.9;16.9;211.0
200;19.6;15.3;21.6
205;18.4;22.0;24.5
210;16.8;16.4;23.3
215;19.1;14.9;17.3
220;25.0;13.6;23.2
225;19.3;20.0;25.5
230;17.5;26.0;19.8
235;15.7;23.9;25.8
240;21.4;22.8;15.8
245;23.6;17.4;25.6
250;18.2;19.4;24.1
255;16.1;16.9;22.7
260;14.4;14.8;20.9
265;19.9;21.5;19.0
270;14.3;23.7;16.8
275;16.9;18.1;19.3
280;23.0;16.1;21.7
285;16.5;18.1;1027.6
290;18.1;16.6;1017.7
295;12.4;19.8;15.8
300;22.8;17.9;14.5
305;20.7;23.7;24.7
310;18.5;17.7;19.0
315;20.6;20.6;16.8
320;18.9;18.6;19.5
325;21.0;16.6;17.8
330;18.7;22.6;15.8
335;24.4;16.8;13.4
340;22.9;19.9;14.9
345;17.1;14.2;25.6
350;14.9;20.4;20.0
355;16.9;14.5;22.1
360;19.1;20.8;20.0
365;14.1;20.0;22.1
370;16.1;18.8;24.5
375;22.0;16.9;19.3
380;19.9;15.4;17.2
385;18.5;17.4;23.2
390;17.0;20.0;21.3
395;19.6;19.1;19.9
400;17.5;21.0;14.2
405;23.6;15.3;16.3
410;21.8;25.2;18.7
415;20.6;24.0;16.7
420;14.6;22.2;14.9
425;12.6;20.1;17.2
430;22.6;18.3;19.1
435;20.9;20.0;17.1
440;19.4;18.6;23.5
445;25.0;17.2;21.8
450;18.8;23.3;23.8
455;16.7;17.6;17.8
460;19.6;23.9;27.9
465;17.6;14.4;18.5
470;19.5;20.7;16.9
475;21.1;15.0;19.1
480;19.5;17.0;25.0
485;22.4;19.4;10.9
490;16.2;25.7;21.5
495;18.4;15.9;23.7
500;16.3;18.6;14.1
505;18.7;17.0;16.0
510;17.2;19.4;10.3
515;19.2;18.2;12.9
520;20.8;12.5;19.4
525;18.9;18.9;17.1
530;17.1;20.5;19.2
535;19.3;27.1;13.5
540;33.3;17.6;20.0
545;19.3;16.0;18.3
550;21.4;18.4;16.1
555;16.0;24.5;26.0
560;18.9;22.8;20.5
565;20.9;21.7;15.1
570;23.0;24.0;13.1
575;21.3;18.4;19.2
580;15.9;20.6;25.4
585;22.4;18.9;19.8
590;12.2;17.9;22.0
595;22.2;28.1;23.7
600;16.3;10.0;21.6
